ID;NOMBRE;TIPO_C;COMUNA;BARRIO;CATEGORIA;TIPOLOGIA;LONG;FECHA;LIM_COM;LIM_BARRIO
0;GONZALEZ, ELPIDIO;CALLE;COMUNA 10;MONTECASTRO;CICLOVIA;BIDIRECCIONAL;1,57445561287;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
1;DEAN FUNES;CALLE;COMUNA 3;SAN CRISTOBAL;CICLOVIA;BIDIRECCIONAL;0,78632389654;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
2;GARCIA, JUAN AGUSTIN;CALLE;COMUNA 11;VILLA SANTA RITA;CICLOVIA;BIDIRECCIONAL;1,37277552386;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
3;BALBASTRO;CALLE;COMUNA 7;FLORES;CICLOVIA;BIDIRECCIONAL;0,56114149481;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
4;IBERA;CALLE;COMUNA 13;NU├æEZ;CICLOVIA;BIDIRECCIONAL;0,70160471745;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
5;CUBA;CALLE;COMUNA 13;NU├æEZ;CICLOVIA;BIDIRECCIONAL;1,18163854262;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
6;MANUELA PEDRAZA;CALLE;COMUNA 13;NU├æEZ;CICLOVIA;BIDIRECCIONAL;0,60346570847;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
7;PAVON;CALLE;COMUNA 1;CONSTITUCION;CICLOVIA;BIDIRECCIONAL;0,55690464954;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
8;GUATEMALA;CALLE;COMUNA 14;PALERMO;CICLOVIA;BIDIRECCIONAL;0,80776120864;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
9;BEIRO, FRANSISCO AV.;AVENIDA;COMUNA 15;AGRONOMIA;BICISENDA;BIDIRECCIONAL;0,52004029315;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
10;ESTADO PLURINACIONAL DE BOLIVIA;CALLE;COMUNA 12;VILLA PUEYRREDON;CICLOVIA;BIDIRECCIONAL;0,96952752833;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
11;NUEVA YORK;CALLE;COMUNA 15;AGRONOMIA;CICLOVIA;BIDIRECCIONAL;1,61011241835;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
12;IRIGOYEN, BERNARDO DE;CALLE;COMUNA 1;MONSERRAT;CICLOVIA;BIDIRECCIONAL;0,51782818746;2012;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
13;PELLEGRINI, CARLOS;CALLE;COMUNA 1;SAN NICOLAS;CICLOVIA;BIDIRECCIONAL;0,25450561340;2012;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
14;PERON, JUAN DOMINGO, TTE, GRAL.;CALLE;COMUNA 1;SAN NICOLAS;CICLOVIA;UNIDIRECCIONAL;1,17699311256;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
15;ADOLFO ALSINA;CALLE;COMUNA 3;BALVANERA;CICLOVIA;BIDIRECCIONAL;1,39370645072;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
16;TACUARI;CALLE;COMUNA 1;CONSTITUCION;CICLOVIA;BIDIRECCIONAL;1,18292017209;2016;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
17;SUIPACHA;CALLE;COMUNA 1;SAN NICOLAS;CICLOVIA;BIDIRECCIONAL;0,78170158909;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
18;ALVEAR, MARCELO T. DE;CALLE;COMUNA 2;RECOLETA;CICLOVIA;BIDIRECCIONAL;1,08551335354;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
19;BOUCHARD;CALLE;COMUNA 1;SAN NICOLAS;CICLOVIA;BIDIRECCIONAL;0,39228378923;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
20;CORRIENTES AV.;AVENIDA;COMUNA 1;SAN NICOLAS;CICLOVIA;BIDIRECCIONAL;0,07614631966;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
21;VIAMONTE;CALLE;COMUNA 1;PUERTO MADERO;BICISENDA;BIDIRECCIONAL;0,11290362338;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
22;ANTARTIDA ARGENTINA;AVENIDA;COMUNA 1;RETIRO;BICISENDA;BIDIRECCIONAL;0,89212120449;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
23;DEL LIBERTADOR AV.;AVENIDA;COMUNA 14;PALERMO;BICISENDA;BIDIRECCIONAL;1,96159759711;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
24;DOBLAS;CALLE;COMUNA 7;PARQUE CHACABUCO;CICLOVIA;BIDIRECCIONAL;1,26427257528;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
25;VALLE;CALLE;COMUNA 6;CABALLITO;CICLOVIA;BIDIRECCIONAL;1,21436841258;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
26;ESTADOS UNIDOS;CALLE;COMUNA 5;BOEDO;CICLOVIA;BIDIRECCIONAL;0,77472957703;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
27;BRAVARD;CALLE;COMUNA 15;VILLA CRESPO;CICLOVIA;BIDIRECCIONAL;0,21004241025;2013;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
28;PADILLA;CALLE;COMUNA 15;VILLA CRESPO;CICLOVIA;BIDIRECCIONAL;1,17098740793;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
29;OTAMENDI;CALLE;COMUNA 6;CABALLITO;CICLOVIA;BIDIRECCIONAL;0,87239120766;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
30;CHIVILCOY;CALLE;COMUNA 10;FLORESTA;CICLOVIA;BIDIRECCIONAL;1,17261066993;2013;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
31;AZOPARDO;CALLE;COMUNA 1;SAN TELMO;CICLOVIA;BIDIRECCIONAL;0,65722221822;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
32;BELGRANO AV.;AVENIDA;COMUNA 1;MONSERRAT;CICLOVIA;BIDIRECCIONAL;0,07689883850;2012;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
33;ARENALES;CALLE;COMUNA 2;RECOLETA;CICLOVIA;BIDIRECCIONAL;0,26777572693;2012;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
34;FIGUEROA ALCORTA PRES. AV.;AVENIDA;COMUNA 14;PALERMO;BICISENDA;BIDIRECCIONAL;1,99793535666;2013;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
35;FRENCH;CALLE;COMUNA 2;RECOLETA;CICLOVIA;BIDIRECCIONAL;1,09661793367;2012;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
36;TUCUMAN;CALLE;COMUNA 3;BALVANERA;CICLOVIA;BIDIRECCIONAL;1,12314189573;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
37;URIBURU JOSE E, PRES.;CALLE;COMUNA 3;BALVANERA;CICLOVIA;BIDIRECCIONAL;1,09494110927;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
38;JUNCAL;CALLE;COMUNA 2;RECOLETA;CICLOVIA;BIDIRECCIONAL;0,82292073472;2012;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
39;AZCUENAGA;CALLE;COMUNA 2;RECOLETA;CICLOVIA;BIDIRECCIONAL;0,48078794243;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
40;TRES ARROYOS;CALLE;COMUNA 15;VILLA CRESPO;CICLOVIA;BIDIRECCIONAL;0,88420226338;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
41;MONTEVIDEO;CALLE;COMUNA 1;SAN NICOLAS;CICLOVIA;BIDIRECCIONAL;1,07033343989;2012;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
42;HUMAHUACA;CALLE;COMUNA 5;ALMAGRO;CICLOVIA;BIDIRECCIONAL;1,69114471207;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
43;ACU├æA DE FIGUEROA, FRANSISCO;CALLE;COMUNA 5;ALMAGRO;CICLOVIA;BIDIRECCIONAL;1,06373975321;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
44;POTOSI;CALLE;COMUNA 5;ALMAGRO;CICLOVIA;BIDIRECCIONAL;1,09650161067;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
45;BULNES;CALLE;COMUNA 5;ALMAGRO;CICLOVIA;BIDIRECCIONAL;0,05643742872;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
46;LINIERS VIRREY;CALLE;COMUNA 5;BOEDO;CICLOVIA;BIDIRECCIONAL;1,95013178086;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
47;DON BOSCO;CALLE;COMUNA 5;ALMAGRO;CICLOVIA;BIDIRECCIONAL;0,89518827931;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
48;MEXICO;CALLE;COMUNA 3;BALVANERA;CICLOVIA;BIDIRECCIONAL;0,96117314120;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
49;BILLINGHURST;CALLE;COMUNA 5;ALMAGRO;CICLOVIA;BIDIRECCIONAL;1,44945778571;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
50;ECUADOR;CALLE;COMUNA 2;RECOLETA;CICLOVIA;BIDIRECCIONAL;0,83676577719;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
51;DIAZ, CNEL. AV.;AVENIDA;COMUNA 2;RECOLETA;CICLOVIA;BIDIRECCIONAL;1,16073731343;2012;COMUNA 2/COMUNA 14;RECOLETA/PALERMO
52;ANCHORENA, TOMAS MANUEL DE, DR;CALLE;COMUNA 2;RECOLETA;CICLOVIA;BIDIRECCIONAL;0,18656708821;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
53;BILBAO, FRANSISCO;CALLE;COMUNA 7;PARQUE CHACABUCO;CICLOVIA;BIDIRECCIONAL;0,37004849298;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
54;BONIFACIO, JOSE;CALLE;COMUNA 7;FLORES;CICLOVIA;BIDIRECCIONAL;1,54238580418;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
55;PUAN;CALLE;COMUNA 7;PARQUE CHACABUCO;CICLOVIA;BIDIRECCIONAL;0,36971281918;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
56;MIRO;CALLE;COMUNA 7;PARQUE CHACABUCO;CICLOVIA;BIDIRECCIONAL;0,60233199656;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
57;RODO, JOSE E.;CALLE;COMUNA 9;PARQUE AVELLANEDA;CICLOVIA;BIDIRECCIONAL;0,80143161930;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
58;SASTRE, MARCOS;CALLE;COMUNA 10;MONTECASTRO;CICLOVIA;BIDIRECCIONAL;2,33443232914;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
59;ARTIGAS, JOSE GERVASIO, GRAL.;CALLE;COMUNA 11;VILLA GENERAL MITRE;CICLOVIA;BIDIRECCIONAL;1,39462107733;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
60;LAMAS, ANDRES;CALLE;COMUNA 11;VILLA GENERAL MITRE;CICLOVIA;BIDIRECCIONAL;0,51876491657;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
61;CHILE;CALLE;COMUNA 1;MONSERRAT;CICLOVIA;BIDIRECCIONAL;0,80197173724;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
62;RINCON;CALLE;COMUNA 3;BALVANERA;CICLOVIA;BIDIRECCIONAL;0,73201989265;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
63;PASCO;CALLE;COMUNA 3;BALVANERA;CICLOVIA;BIDIRECCIONAL;0,25469981412;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
64;USPALLATA;CALLE;COMUNA 4;BARRACAS;CICLOVIA;BIDIRECCIONAL;0,70396164701;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
65;HERRERA;CALLE;COMUNA 4;BARRACAS;BICISENDA;BIDIRECCIONAL;2,00521277757;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
66;CEVALLOS, VIRREY;CALLE;COMUNA 1;MONSERRAT;CICLOVIA;BIDIRECCIONAL;0,99080402349;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
67;CALVO, CARLOS;CALLE;COMUNA 3;SAN CRISTOBAL;CICLOVIA;BIDIRECCIONAL;1,75876326140;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
68;RONDEAU;CALLE;COMUNA 4;PARQUE PATRICIOS;CICLOVIA;BIDIRECCIONAL;0,94619001939;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
69;ALBERTI;CALLE;COMUNA 4;PARQUE PATRICIOS;CICLOVIA;BIDIRECCIONAL;0,13306911911;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
70;15 DE NOVIEMBRE DE 1989;CALLE;COMUNA 4;PARQUE PATRICIOS;CICLOVIA;BIDIRECCIONAL;0,66900939042;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
71;PICHINCHA AV.;AVENIDA;COMUNA 4;PARQUE PATRICIOS;BICISENDA;BIDIRECCIONAL;0,25789877552;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
72;ALCORTA, AMANCIO AV.;AVENIDA;COMUNA 4;BARRACAS;BICISENDA;BIDIRECCIONAL;0,33566455990;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
73;DR. RAMON CARRILLO;CALLE;COMUNA 4;BARRACAS;CICLOVIA;BIDIRECCIONAL;0,07801476621;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
74;FINOCHIETTO ENRIQUE DR.;CALLE;COMUNA 4;BARRACAS;CICLOVIA;BIDIRECCIONAL;0,21625534493;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
75;ITUZAINGO;PUENTE;COMUNA 1;CONSTITUCION;BICISENDA;BIDIRECCIONAL;0,10123990556;2015;COMUNA 1/COMUNA 4;CONSTITUCION/BARRACAS
76;SAN JUAN AV.;AVENIDA;COMUNA 1;SAN TELMO;CICLOVIA;BIDIRECCIONAL;0,12975955775;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
77;COMBATE DE LOS POZOS;CALLE;COMUNA 4;PARQUE PATRICIOS;CICLOVIA;BIDIRECCIONAL;0,49686229719;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
78;QUILMES;CALLE;COMUNA 4;POMPEYA;CICLOVIA;BIDIRECCIONAL;0,95141450530;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
79;GARCIA, MANUEL;CALLE;COMUNA 4;PARQUE PATRICIOS;CICLOVIA;BIDIRECCIONAL;0,26440390183;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
80;TREINTA Y TRES ORIENTALES;CALLE;COMUNA 5;BOEDO;CICLOVIA;BIDIRECCIONAL;1,85265670653;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
81;LAS CASAS;CALLE;COMUNA 5;BOEDO;CICLOVIA;BIDIRECCIONAL;0,76743519634;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
82;INDEPENDENCIA AV.;AVENIDA;COMUNA 5;ALMAGRO;CICLOVIA;BIDIRECCIONAL;0,02976939773;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;ALMAGRO/BOEDO
83;CHACO;CALLE;COMUNA 6;CABALLITO;CICLOVIA;UNIDIRECCIONAL;0,02608252734;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
84;RIVADAVIA AV.;AVENIDA;COMUNA 6;CABALLITO;CICLOVIA;BIDIRECCIONAL;0,08867955213;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
85;ROSARIO;CALLE;COMUNA 6;CABALLITO;CICLOVIA;UNIDIRECCIONAL;0,02202316024;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
86;SENILLOSA;CALLE;COMUNA 6;CABALLITO;CICLOVIA;BIDIRECCIONAL;0,26453105461;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
87;EL MAESTRO;CALLE;COMUNA 6;CABALLITO;CICLOVIA;UNIDIRECCIONAL;0,16024159108;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
88;ESTIVAO;CALLE;COMUNA 6;CABALLITO;CICLOVIA;BIDIRECCIONAL;0,28546311446;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
89;MISIONES;CALLE;COMUNA 3;BALVANERA;CICLOVIA;BIDIRECCIONAL;0,25691526763;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
90;CASTELLI;CALLE;COMUNA 3;BALVANERA;CICLOVIA;BIDIRECCIONAL;0,26871305188;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
91;IRALA;CALLE;COMUNA 4;LA BOCA;CICLOVIA;BIDIRECCIONAL;1,30332618541;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
92;BRASIL;CALLE;COMUNA 1;CONSTITUCION;CICLOVIA;BIDIRECCIONAL;0,26541765186;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
